class_name,image_a,image_b,dhash_distance
Post-Antifoam Addition,Post-Antifoam Addition/frame_0008.jpg,Post-Antifoam Addition/frame_0009.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/frame_0009.jpg,Post-Antifoam Addition/frame_0010.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0013.jpg,Post-Antifoam Addition/frame_0014.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0014.jpg,Post-Antifoam Addition/frame_0015.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0016.jpg,Post-Antifoam Addition/frame_0017.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0019.jpg,Post-Antifoam Addition/frame_0020.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0031.jpg,Post-Antifoam Addition/frame_0032.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0041.jpg,Post-Antifoam Addition/frame_0042.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/frame_0045.jpg,Post-Antifoam Addition/frame_0046.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0046.jpg,Post-Antifoam Addition/frame_0047.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0047.jpg,Post-Antifoam Addition/frame_0050.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0048.jpg,Post-Antifoam Addition/frame_0049.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/frame_0048.jpg,Post-Antifoam Addition/frame_0051.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0049.jpg,Post-Antifoam Addition/frame_0051.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/frame_0050.jpg,Post-Antifoam Addition/frame_0051.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0051.jpg,Post-Antifoam Addition/frame_0052.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0051.jpg,Post-Antifoam Addition/frame_0053.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0052.jpg,Post-Antifoam Addition/frame_0053.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/frame_0052.jpg,Post-Antifoam Addition/frame_0054.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0053.jpg,Post-Antifoam Addition/frame_0054.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0055.jpg,Post-Antifoam Addition/frame_0056.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0059.jpg,Post-Antifoam Addition/frame_0060.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0060.jpg,Post-Antifoam Addition/frame_0061.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/frame_0061.jpg,Post-Antifoam Addition/frame_0062.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0063.jpg,Post-Antifoam Addition/frame_0064.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0070.jpg,Post-Antifoam Addition/frame_0071.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0084.jpg,Post-Antifoam Addition/frame_0085.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0088.jpg,Post-Antifoam Addition/frame_0089.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/frame_0090.jpg,Post-Antifoam Addition/frame_0091.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0094.jpg,Post-Antifoam Addition/frame_0096.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0094.jpg,Post-Antifoam Addition/frame_0097.jpg,4
Post-Antifoam Addition,Post-Antifoam Addition/frame_0095.jpg,Post-Antifoam Addition/frame_0096.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0095.jpg,Post-Antifoam Addition/frame_0097.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0096.jpg,Post-Antifoam Addition/frame_0097.jpg,0
Post-Antifoam Addition,Post-Antifoam Addition/frame_0096.jpg,Post-Antifoam Addition/frame_0099.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0097.jpg,Post-Antifoam Addition/frame_0099.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0101.jpg,Post-Antifoam Addition/frame_0102.jpg,2
Post-Antifoam Addition,Post-Antifoam Addition/frame_0101.jpg,Post-Antifoam Addition/frame_0103.jpg,3
Post-Antifoam Addition,Post-Antifoam Addition/frame_0102.jpg,Post-Antifoam Addition/frame_0103.jpg,1
Foam-Medium,Foam-Medium/IMG_5491.png,Foam-Medium/IMG_5492.png,0
Foam-Medium,Foam-Medium/WIN_20260707_13_26_30_Pro.jpg,Foam-Medium/WIN_20260707_13_26_31_Pro (2).jpg,1
Foam-Medium,Foam-Medium/WIN_20260707_13_26_30_Pro.jpg,Foam-Medium/WIN_20260707_13_26_31_Pro.jpg,2
Foam-Medium,Foam-Medium/WIN_20260707_13_26_31_Pro (2).jpg,Foam-Medium/WIN_20260707_13_26_31_Pro.jpg,1
Foam-Medium,Foam-Medium/WIN_20260707_13_26_56_Pro.jpg,Foam-Medium/WIN_20260707_13_26_57_Pro.jpg,2
Foam-Medium,Foam-Medium/WIN_20260707_13_28_02_Pro.jpg,Foam-Medium/WIN_20260707_13_28_03_Pro.jpg,2
Foam-Medium,Foam-Medium/WIN_20260707_13_28_02_Pro.jpg,Foam-Medium/WIN_20260707_13_28_04_Pro.jpg,1
Foam-Medium,Foam-Medium/WIN_20260707_13_28_03_Pro.jpg,Foam-Medium/WIN_20260707_13_28_04_Pro.jpg,1
Foam-Medium,Foam-Medium/WIN_20260707_13_31_09_Pro.jpg,Foam-Medium/WIN_20260707_13_31_11_Pro.jpg,3
Foam-Medium,Foam-Medium/WIN_20260707_13_33_04_Pro.jpg,Foam-Medium/WIN_20260707_13_33_05_Pro.jpg,4
Foam-Medium,Foam-Medium/WIN_20260707_13_33_05_Pro.jpg,Foam-Medium/WIN_20260707_13_33_07_Pro.jpg,2
Foam-Medium,Foam-Medium/WIN_20260707_13_33_14_Pro.jpg,Foam-Medium/WIN_20260707_13_33_15_Pro.jpg,4
Foam-Medium,Foam-Medium/WIN_20260707_13_34_25_Pro.jpg,Foam-Medium/WIN_20260707_13_34_26_Pro.jpg,1
Foam-Medium,Foam-Medium/WIN_20260707_13_34_26_Pro.jpg,Foam-Medium/WIN_20260707_13_34_44_Pro.jpg,4
Foam-Medium,Foam-Medium/WIN_20260707_13_34_29_Pro.jpg,Foam-Medium/WIN_20260707_13_34_37_Pro.jpg,4
Foam-Medium,Foam-Medium/WIN_20260707_13_34_31_Pro.jpg,Foam-Medium/WIN_20260707_13_34_32_Pro.jpg,2
Foam-Medium,Foam-Medium/WIN_20260707_13_34_31_Pro.jpg,Foam-Medium/WIN_20260707_13_34_34_Pro.jpg,2
Foam-Medium,Foam-Medium/WIN_20260707_13_34_32_Pro.jpg,Foam-Medium/WIN_20260707_13_34_34_Pro.jpg,0
Foam-Medium,Foam-Medium/WIN_20260707_13_34_40_Pro.jpg,Foam-Medium/WIN_20260707_13_34_41_Pro.jpg,4
Foam-Medium,Foam-Medium/frame_0000.jpg,Foam-Medium/frame_0001.jpg,3
Foam-Medium,Foam-Medium/frame_0000.jpg,Foam-Medium/frame_0002.jpg,1
Foam-Medium,Foam-Medium/frame_0000.jpg,Foam-Medium/frame_0003.jpg,4
Foam-Medium,Foam-Medium/frame_0000.jpg,Foam-Medium/frame_0004.jpg,2
Foam-Medium,Foam-Medium/frame_0000.jpg,Foam-Medium/frame_0005.jpg,3
Foam-Medium,Foam-Medium/frame_0001.jpg,Foam-Medium/frame_0002.jpg,2
Foam-Medium,Foam-Medium/frame_0001.jpg,Foam-Medium/frame_0003.jpg,1
Foam-Medium,Foam-Medium/frame_0001.jpg,Foam-Medium/frame_0004.jpg,3
Foam-Medium,Foam-Medium/frame_0001.jpg,Foam-Medium/frame_0005.jpg,4
Foam-Medium,Foam-Medium/frame_0002.jpg,Foam-Medium/frame_0003.jpg,3
Foam-Medium,Foam-Medium/frame_0002.jpg,Foam-Medium/frame_0004.jpg,1
Foam-Medium,Foam-Medium/frame_0002.jpg,Foam-Medium/frame_0005.jpg,2
Foam-Medium,Foam-Medium/frame_0003.jpg,Foam-Medium/frame_0004.jpg,2
Foam-Medium,Foam-Medium/frame_0004.jpg,Foam-Medium/frame_0005.jpg,3
Foam-Medium,Foam-Medium/frame_0005.jpg,Foam-Medium/frame_0006.jpg,4
Foam-Medium,Foam-Medium/frame_0007.jpg,Foam-Medium/frame_0008.jpg,3
Foam-Medium,Foam-Medium/frame_0008.jpg,Foam-Medium/frame_0009.jpg,4
Foam-Medium,Foam-Medium/frame_0012.jpg,Foam-Medium/frame_0013.jpg,3
Foam-Medium,Foam-Medium/frame_0018.jpg,Foam-Medium/frame_0019.jpg,3
Foam-Medium,Foam-Medium/frame_0019.jpg,Foam-Medium/frame_0020.jpg,3
Foam-Medium,Foam-Medium/frame_0030.jpg,Foam-Medium/frame_0031.jpg,4
Foam-Medium,Foam-Medium/frame_0034.jpg,Foam-Medium/frame_0035.jpg,3
Foam-Medium,Foam-Medium/frame_0036.jpg,Foam-Medium/frame_0037.jpg,4
Foam-Medium,Foam-Medium/frame_0039.jpg,Foam-Medium/frame_0040.jpg,4
Foam-Medium,Foam-Medium/frame_0044.jpg,Foam-Medium/frame_0045.jpg,4
Foam-Medium,Foam-Medium/frame_0045.jpg,Foam-Medium/frame_0046.jpg,2
Foam-Medium,Foam-Medium/frame_0049.jpg,Foam-Medium/frame_0050.jpg,4
Foam-Medium,Foam-Medium/frame_0051.jpg,Foam-Medium/frame_0052.jpg,2
Foam-Medium,Foam-Medium/frame_0052.jpg,Foam-Medium/frame_0055.jpg,4
Foam-Medium,Foam-Medium/frame_0053.jpg,Foam-Medium/frame_0054.jpg,1
Foam-Medium,Foam-Medium/frame_0054.jpg,Foam-Medium/frame_0055.jpg,4
Foam-Medium,Foam-Medium/frame_0055.jpg,Foam-Medium/frame_0056.jpg,1
Foam-Medium,Foam-Medium/frame_0065.jpg,Foam-Medium/frame_0066.jpg,3
Foam-Medium,Foam-Medium/frame_0067.jpg,Foam-Medium/frame_0068.jpg,4
Foam-Medium,Foam-Medium/frame_0074.jpg,Foam-Medium/frame_0075.jpg,4
Foam-Medium,Foam-Medium/frame_0087.jpg,Foam-Medium/frame_0088.jpg,4
Foam-Medium,Foam-Medium/frame_0088.jpg,Foam-Medium/frame_0089.jpg,3
Foam-Medium,Foam-Medium/frame_0094.jpg,Foam-Medium/frame_0095.jpg,3
Foam-Medium,Foam-Medium/frame_0096.jpg,Foam-Medium/frame_0097.jpg,2
No Foam,No Foam/WIN_20260707_13_08_23_Pro.jpg,No Foam/WIN_20260707_13_08_24_Pro.jpg,1
No Foam,No Foam/WIN_20260707_13_09_01_Pro.jpg,No Foam/WIN_20260707_13_09_02_Pro.jpg,0
No Foam,No Foam/WIN_20260707_13_09_01_Pro.jpg,No Foam/WIN_20260707_13_09_03_Pro.jpg,1
No Foam,No Foam/WIN_20260707_13_09_01_Pro.jpg,No Foam/WIN_20260707_13_09_04_Pro.jpg,0
No Foam,No Foam/WIN_20260707_13_09_02_Pro.jpg,No Foam/WIN_20260707_13_09_03_Pro.jpg,1
No Foam,No Foam/WIN_20260707_13_09_02_Pro.jpg,No Foam/WIN_20260707_13_09_04_Pro.jpg,0
No Foam,No Foam/WIN_20260707_13_09_03_Pro.jpg,No Foam/WIN_20260707_13_09_04_Pro.jpg,1
No Foam,No Foam/WIN_20260707_13_09_15_Pro.jpg,No Foam/WIN_20260707_13_09_16_Pro.jpg,0
No Foam,No Foam/WIN_20260707_13_09_36_Pro (2).jpg,No Foam/WIN_20260707_13_09_36_Pro.jpg,1
No Foam,No Foam/WIN_20260707_13_09_45_Pro.jpg,No Foam/WIN_20260707_13_09_46_Pro.jpg,2
No Foam,No Foam/frame_0000.jpg,No Foam/frame_0001.jpg,1
No Foam,No Foam/frame_0000.jpg,No Foam/frame_0002.jpg,2
No Foam,No Foam/frame_0000.jpg,No Foam/frame_0003.jpg,1
No Foam,No Foam/frame_0000.jpg,No Foam/frame_0004.jpg,1
No Foam,No Foam/frame_0000.jpg,No Foam/frame_0005.jpg,3
No Foam,No Foam/frame_0000.jpg,No Foam/frame_0006.jpg,4
No Foam,No Foam/frame_0000.jpg,No Foam/frame_0007.jpg,4
No Foam,No Foam/frame_0001.jpg,No Foam/frame_0002.jpg,1
No Foam,No Foam/frame_0001.jpg,No Foam/frame_0003.jpg,0
No Foam,No Foam/frame_0001.jpg,No Foam/frame_0004.jpg,0
No Foam,No Foam/frame_0001.jpg,No Foam/frame_0005.jpg,2
No Foam,No Foam/frame_0001.jpg,No Foam/frame_0006.jpg,3
No Foam,No Foam/frame_0001.jpg,No Foam/frame_0007.jpg,3
No Foam,No Foam/frame_0001.jpg,No Foam/frame_0008.jpg,4
No Foam,No Foam/frame_0002.jpg,No Foam/frame_0003.jpg,1
No Foam,No Foam/frame_0002.jpg,No Foam/frame_0004.jpg,1
No Foam,No Foam/frame_0002.jpg,No Foam/frame_0005.jpg,3
No Foam,No Foam/frame_0002.jpg,No Foam/frame_0006.jpg,4
No Foam,No Foam/frame_0002.jpg,No Foam/frame_0007.jpg,4
No Foam,No Foam/frame_0003.jpg,No Foam/frame_0004.jpg,0
No Foam,No Foam/frame_0003.jpg,No Foam/frame_0005.jpg,2
No Foam,No Foam/frame_0003.jpg,No Foam/frame_0006.jpg,3
No Foam,No Foam/frame_0003.jpg,No Foam/frame_0007.jpg,3
No Foam,No Foam/frame_0003.jpg,No Foam/frame_0008.jpg,4
No Foam,No Foam/frame_0004.jpg,No Foam/frame_0005.jpg,2
No Foam,No Foam/frame_0004.jpg,No Foam/frame_0006.jpg,3
No Foam,No Foam/frame_0004.jpg,No Foam/frame_0007.jpg,3
No Foam,No Foam/frame_0004.jpg,No Foam/frame_0008.jpg,4
No Foam,No Foam/frame_0005.jpg,No Foam/frame_0006.jpg,1
No Foam,No Foam/frame_0005.jpg,No Foam/frame_0007.jpg,1
No Foam,No Foam/frame_0005.jpg,No Foam/frame_0008.jpg,2
No Foam,No Foam/frame_0005.jpg,No Foam/frame_0009.jpg,3
No Foam,No Foam/frame_0005.jpg,No Foam/frame_0010.jpg,4
No Foam,No Foam/frame_0005.jpg,No Foam/frame_0011.jpg,3
No Foam,No Foam/frame_0005.jpg,No Foam/frame_0012.jpg,4
No Foam,No Foam/frame_0005.jpg,No Foam/frame_0013.jpg,3
No Foam,No Foam/frame_0005.jpg,No Foam/frame_0014.jpg,4
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0007.jpg,0
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0008.jpg,1
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0009.jpg,2
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0010.jpg,3
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0011.jpg,2
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0012.jpg,3
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0013.jpg,2
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0014.jpg,3
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0015.jpg,4
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0017.jpg,4
No Foam,No Foam/frame_0006.jpg,No Foam/frame_0018.jpg,4
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0008.jpg,1
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0009.jpg,2
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0010.jpg,3
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0011.jpg,2
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0012.jpg,3
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0013.jpg,2
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0014.jpg,3
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0015.jpg,4
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0017.jpg,4
No Foam,No Foam/frame_0007.jpg,No Foam/frame_0018.jpg,4
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0009.jpg,1
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0010.jpg,2
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0011.jpg,1
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0012.jpg,2
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0013.jpg,1
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0014.jpg,2
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0015.jpg,3
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0016.jpg,4
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0017.jpg,3
No Foam,No Foam/frame_0008.jpg,No Foam/frame_0018.jpg,3
No Foam,No Foam/frame_0009.jpg,No Foam/frame_0010.jpg,1
No Foam,No Foam/frame_0009.jpg,No Foam/frame_0011.jpg,0
No Foam,No Foam/frame_0009.jpg,No Foam/frame_0012.jpg,1
No Foam,No Foam/frame_0009.jpg,No Foam/frame_0013.jpg,0
No Foam,No Foam/frame_0009.jpg,No Foam/frame_0014.jpg,1
No Foam,No Foam/frame_0009.jpg,No Foam/frame_0015.jpg,2
No Foam,No Foam/frame_0009.jpg,No Foam/frame_0016.jpg,3
No Foam,No Foam/frame_0009.jpg,No Foam/frame_0017.jpg,2
No Foam,No Foam/frame_0009.jpg,No Foam/frame_0018.jpg,2
No Foam,No Foam/frame_0010.jpg,No Foam/frame_0011.jpg,1
No Foam,No Foam/frame_0010.jpg,No Foam/frame_0012.jpg,2
No Foam,No Foam/frame_0010.jpg,No Foam/frame_0013.jpg,1
No Foam,No Foam/frame_0010.jpg,No Foam/frame_0014.jpg,2
No Foam,No Foam/frame_0010.jpg,No Foam/frame_0015.jpg,3
No Foam,No Foam/frame_0010.jpg,No Foam/frame_0016.jpg,4
No Foam,No Foam/frame_0010.jpg,No Foam/frame_0017.jpg,3
No Foam,No Foam/frame_0010.jpg,No Foam/frame_0018.jpg,3
No Foam,No Foam/frame_0011.jpg,No Foam/frame_0012.jpg,1
No Foam,No Foam/frame_0011.jpg,No Foam/frame_0013.jpg,0
No Foam,No Foam/frame_0011.jpg,No Foam/frame_0014.jpg,1
No Foam,No Foam/frame_0011.jpg,No Foam/frame_0015.jpg,2
No Foam,No Foam/frame_0011.jpg,No Foam/frame_0016.jpg,3
No Foam,No Foam/frame_0011.jpg,No Foam/frame_0017.jpg,2
No Foam,No Foam/frame_0011.jpg,No Foam/frame_0018.jpg,2
No Foam,No Foam/frame_0012.jpg,No Foam/frame_0013.jpg,1
No Foam,No Foam/frame_0012.jpg,No Foam/frame_0014.jpg,0
No Foam,No Foam/frame_0012.jpg,No Foam/frame_0015.jpg,1
No Foam,No Foam/frame_0012.jpg,No Foam/frame_0016.jpg,2
No Foam,No Foam/frame_0012.jpg,No Foam/frame_0017.jpg,3
No Foam,No Foam/frame_0012.jpg,No Foam/frame_0018.jpg,3
No Foam,No Foam/frame_0013.jpg,No Foam/frame_0014.jpg,1
No Foam,No Foam/frame_0013.jpg,No Foam/frame_0015.jpg,2
No Foam,No Foam/frame_0013.jpg,No Foam/frame_0016.jpg,3
No Foam,No Foam/frame_0013.jpg,No Foam/frame_0017.jpg,2
No Foam,No Foam/frame_0013.jpg,No Foam/frame_0018.jpg,2
No Foam,No Foam/frame_0014.jpg,No Foam/frame_0015.jpg,1
No Foam,No Foam/frame_0014.jpg,No Foam/frame_0016.jpg,2
No Foam,No Foam/frame_0014.jpg,No Foam/frame_0017.jpg,3
No Foam,No Foam/frame_0014.jpg,No Foam/frame_0018.jpg,3
No Foam,No Foam/frame_0015.jpg,No Foam/frame_0016.jpg,1
No Foam,No Foam/frame_0015.jpg,No Foam/frame_0017.jpg,2
No Foam,No Foam/frame_0015.jpg,No Foam/frame_0018.jpg,2
No Foam,No Foam/frame_0016.jpg,No Foam/frame_0017.jpg,1
No Foam,No Foam/frame_0016.jpg,No Foam/frame_0018.jpg,1
No Foam,No Foam/frame_0017.jpg,No Foam/frame_0018.jpg,0
No Foam,No Foam/frame_0019.jpg,No Foam/frame_0020.jpg,3
No Foam,No Foam/frame_0020.jpg,No Foam/frame_0021.jpg,3
No Foam,No Foam/frame_0023.jpg,No Foam/frame_0024.jpg,4
No Foam,No Foam/frame_0029.jpg,No Foam/frame_0030.jpg,3
No Foam,No Foam/frame_0034.jpg,No Foam/frame_0035.jpg,3
No Foam,No Foam/frame_0035.jpg,No Foam/frame_0038.jpg,4
No Foam,No Foam/frame_0036.jpg,No Foam/frame_0037.jpg,0
No Foam,No Foam/frame_0036.jpg,No Foam/frame_0038.jpg,1
No Foam,No Foam/frame_0037.jpg,No Foam/frame_0038.jpg,1
No Foam,No Foam/frame_0038.jpg,No Foam/frame_0039.jpg,4
No Foam,No Foam/frame_0039.jpg,No Foam/frame_0040.jpg,3
No Foam,No Foam/frame_0041.jpg,No Foam/frame_0042.jpg,2
No Foam,No Foam/frame_0041.jpg,No Foam/frame_0043.jpg,3
No Foam,No Foam/frame_0041.jpg,No Foam/frame_0045.jpg,4
No Foam,No Foam/frame_0042.jpg,No Foam/frame_0043.jpg,1
No Foam,No Foam/frame_0042.jpg,No Foam/frame_0044.jpg,4
No Foam,No Foam/frame_0042.jpg,No Foam/frame_0045.jpg,2
No Foam,No Foam/frame_0043.jpg,No Foam/frame_0044.jpg,3
No Foam,No Foam/frame_0043.jpg,No Foam/frame_0045.jpg,1
No Foam,No Foam/frame_0044.jpg,No Foam/frame_0045.jpg,2
No Foam,No Foam/frame_0046.jpg,No Foam/frame_0047.jpg,1
No Foam,No Foam/frame_0046.jpg,No Foam/frame_0049.jpg,4
No Foam,No Foam/frame_0047.jpg,No Foam/frame_0048.jpg,4
No Foam,No Foam/frame_0049.jpg,No Foam/frame_0050.jpg,3
No Foam,No Foam/frame_0050.jpg,No Foam/frame_0051.jpg,4
No Foam,No Foam/frame_0051.jpg,No Foam/frame_0052.jpg,3
No Foam,No Foam/frame_0051.jpg,No Foam/frame_0053.jpg,4
No Foam,No Foam/frame_0052.jpg,No Foam/frame_0053.jpg,3
No Foam,No Foam/frame_0052.jpg,No Foam/frame_0054.jpg,3
No Foam,No Foam/frame_0053.jpg,No Foam/frame_0054.jpg,4
No Foam,No Foam/frame_0054.jpg,No Foam/frame_0055.jpg,4
No Foam,No Foam/frame_0055.jpg,No Foam/frame_0056.jpg,4
No Foam,No Foam/frame_0055.jpg,No Foam/frame_0057.jpg,3
No Foam,No Foam/frame_0056.jpg,No Foam/frame_0057.jpg,1
No Foam,No Foam/frame_0059.jpg,No Foam/frame_0060.jpg,2
No Foam,No Foam/frame_0060.jpg,No Foam/frame_0062.jpg,3
No Foam,No Foam/frame_0060.jpg,No Foam/frame_0063.jpg,4
No Foam,No Foam/frame_0061.jpg,No Foam/frame_0062.jpg,3
No Foam,No Foam/frame_0061.jpg,No Foam/frame_0063.jpg,4
No Foam,No Foam/frame_0061.jpg,No Foam/frame_0064.jpg,4
No Foam,No Foam/frame_0062.jpg,No Foam/frame_0063.jpg,3
No Foam,No Foam/frame_0062.jpg,No Foam/frame_0064.jpg,3
No Foam,No Foam/frame_0063.jpg,No Foam/frame_0064.jpg,2
No Foam,No Foam/frame_0070.jpg,No Foam/frame_0071.jpg,1
No Foam,No Foam/frame_0072.jpg,No Foam/frame_0073.jpg,4
No Foam,No Foam/frame_0073.jpg,No Foam/frame_0074.jpg,3
No Foam,No Foam/frame_0074.jpg,No Foam/frame_0075.jpg,4
No Foam,No Foam/frame_0077.jpg,No Foam/frame_0079.jpg,2
No Foam,No Foam/frame_0087.jpg,No Foam/frame_0088.jpg,2
No Foam,No Foam/frame_0090.jpg,No Foam/frame_0091.jpg,2
No Foam,No Foam/frame_0090.jpg,No Foam/frame_0092.jpg,4
No Foam,No Foam/frame_0091.jpg,No Foam/frame_0092.jpg,2
No Foam,No Foam/frame_0095.jpg,No Foam/frame_0096.jpg,2
No Foam,No Foam/frame_0095.jpg,No Foam/frame_0097.jpg,3
No Foam,No Foam/frame_0099.jpg,No Foam/frame_0100.jpg,2
No Foam,No Foam/frame_0099.jpg,No Foam/frame_0101.jpg,4
No Foam,No Foam/frame_0100.jpg,No Foam/frame_0101.jpg,2
No Foam,No Foam/frame_0102.jpg,No Foam/frame_0104.jpg,3
No Foam,No Foam/frame_0106.jpg,No Foam/frame_0109.jpg,2
No Foam,No Foam/frame_0110.jpg,No Foam/frame_0111.jpg,1
No Foam,No Foam/frame_0110.jpg,No Foam/frame_0112.jpg,2
No Foam,No Foam/frame_0111.jpg,No Foam/frame_0112.jpg,1
No Foam,No Foam/frame_0116.jpg,No Foam/frame_0117.jpg,4
No Foam,No Foam/frame_0116.jpg,No Foam/frame_0118.jpg,4
No Foam,No Foam/frame_0118.jpg,No Foam/frame_0119.jpg,3
No Foam,No Foam/frame_0121.jpg,No Foam/frame_0122.jpg,4
No Foam,No Foam/frame_0123.jpg,No Foam/frame_0124.jpg,2
No Foam,No Foam/frame_0124.jpg,No Foam/frame_0125.jpg,3
No Foam,No Foam/frame_0125.jpg,No Foam/frame_0126.jpg,4
No Foam,No Foam/frame_0137.jpg,No Foam/frame_0138.jpg,1
No Foam,No Foam/frame_0141.jpg,No Foam/frame_0142.jpg,2
No Foam,No Foam/frame_0142.jpg,No Foam/frame_0144.jpg,3
No Foam,No Foam/frame_0159.jpg,No Foam/frame_0160.jpg,2
No Foam,No Foam/frame_0161.jpg,No Foam/frame_0162.jpg,4
No Foam,No Foam/frame_0163.jpg,No Foam/frame_0164.jpg,1
No Foam,No Foam/frame_0163.jpg,No Foam/frame_0165.jpg,2
No Foam,No Foam/frame_0163.jpg,No Foam/frame_0166.jpg,3
No Foam,No Foam/frame_0163.jpg,No Foam/frame_0167.jpg,4
No Foam,No Foam/frame_0163.jpg,No Foam/frame_0168.jpg,3
No Foam,No Foam/frame_0163.jpg,No Foam/frame_0169.jpg,4
No Foam,No Foam/frame_0163.jpg,No Foam/frame_0171.jpg,4
No Foam,No Foam/frame_0163.jpg,No Foam/frame_0172.jpg,3
No Foam,No Foam/frame_0164.jpg,No Foam/frame_0165.jpg,1
No Foam,No Foam/frame_0164.jpg,No Foam/frame_0166.jpg,2
No Foam,No Foam/frame_0164.jpg,No Foam/frame_0167.jpg,3
No Foam,No Foam/frame_0164.jpg,No Foam/frame_0168.jpg,2
No Foam,No Foam/frame_0164.jpg,No Foam/frame_0169.jpg,3
No Foam,No Foam/frame_0164.jpg,No Foam/frame_0170.jpg,4
No Foam,No Foam/frame_0164.jpg,No Foam/frame_0171.jpg,3
No Foam,No Foam/frame_0164.jpg,No Foam/frame_0172.jpg,2
No Foam,No Foam/frame_0164.jpg,No Foam/frame_0173.jpg,4
No Foam,No Foam/frame_0165.jpg,No Foam/frame_0166.jpg,1
No Foam,No Foam/frame_0165.jpg,No Foam/frame_0167.jpg,2
No Foam,No Foam/frame_0165.jpg,No Foam/frame_0168.jpg,1
No Foam,No Foam/frame_0165.jpg,No Foam/frame_0169.jpg,2
No Foam,No Foam/frame_0165.jpg,No Foam/frame_0170.jpg,3
No Foam,No Foam/frame_0165.jpg,No Foam/frame_0171.jpg,2
No Foam,No Foam/frame_0165.jpg,No Foam/frame_0172.jpg,1
No Foam,No Foam/frame_0165.jpg,No Foam/frame_0173.jpg,3
No Foam,No Foam/frame_0166.jpg,No Foam/frame_0167.jpg,1
No Foam,No Foam/frame_0166.jpg,No Foam/frame_0168.jpg,2
No Foam,No Foam/frame_0166.jpg,No Foam/frame_0169.jpg,1
No Foam,No Foam/frame_0166.jpg,No Foam/frame_0170.jpg,2
