class_name,subtype,source_path,output_path,augmentation,parameters_json
Foam-Heavy,root,Foam-Heavy/frame_0098.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0098__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0145, ""shift_y_fraction"": -0.0204, ""zoom"": 1.0324}"
Foam-Heavy,root,Foam-Heavy/frame_0099.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0099__small_rotation.jpg,small_rotation,"{""angle_degrees"": 2.8548}"
Foam-Heavy,root,Foam-Heavy/frame_0099.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0099__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0099.jpg,Foam-Heavy/augmented/brightness/root/frame_0099__brightness.jpg,brightness,"{""factor"": 1.0338}"
Foam-Heavy,root,Foam-Heavy/frame_0099.jpg,Foam-Heavy/augmented/contrast/root/frame_0099__contrast.jpg,contrast,"{""factor"": 1.0913}"
Foam-Heavy,root,Foam-Heavy/frame_0099.jpg,Foam-Heavy/augmented/saturation/root/frame_0099__saturation.jpg,saturation,"{""factor"": 0.9553}"
Foam-Heavy,root,Foam-Heavy/frame_0099.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0099__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0106, ""shift_y_fraction"": 0.0285, ""zoom"": 1.0383}"
Foam-Heavy,root,Foam-Heavy/frame_0100.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0100__small_rotation.jpg,small_rotation,"{""angle_degrees"": -2.8314}"
Foam-Heavy,root,Foam-Heavy/frame_0100.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0100__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0100.jpg,Foam-Heavy/augmented/brightness/root/frame_0100__brightness.jpg,brightness,"{""factor"": 1.0637}"
Foam-Heavy,root,Foam-Heavy/frame_0100.jpg,Foam-Heavy/augmented/contrast/root/frame_0100__contrast.jpg,contrast,"{""factor"": 1.0454}"
Foam-Heavy,root,Foam-Heavy/frame_0100.jpg,Foam-Heavy/augmented/saturation/root/frame_0100__saturation.jpg,saturation,"{""factor"": 0.91}"
Foam-Heavy,root,Foam-Heavy/frame_0100.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0100__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0211, ""shift_y_fraction"": -0.0075, ""zoom"": 1.0718}"
Foam-Heavy,root,Foam-Heavy/frame_0101.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0101__small_rotation.jpg,small_rotation,"{""angle_degrees"": -5.6252}"
Foam-Heavy,root,Foam-Heavy/frame_0101.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0101__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0101.jpg,Foam-Heavy/augmented/brightness/root/frame_0101__brightness.jpg,brightness,"{""factor"": 1.0822}"
Foam-Heavy,root,Foam-Heavy/frame_0101.jpg,Foam-Heavy/augmented/contrast/root/frame_0101__contrast.jpg,contrast,"{""factor"": 0.8563}"
Foam-Heavy,root,Foam-Heavy/frame_0101.jpg,Foam-Heavy/augmented/saturation/root/frame_0101__saturation.jpg,saturation,"{""factor"": 0.961}"
Foam-Heavy,root,Foam-Heavy/frame_0101.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0101__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0122, ""shift_y_fraction"": 0.0304, ""zoom"": 1.0445}"
Foam-Heavy,root,Foam-Heavy/frame_0102.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0102__small_rotation.jpg,small_rotation,"{""angle_degrees"": -7.4686}"
Foam-Heavy,root,Foam-Heavy/frame_0102.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0102__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0102.jpg,Foam-Heavy/augmented/brightness/root/frame_0102__brightness.jpg,brightness,"{""factor"": 0.9042}"
Foam-Heavy,root,Foam-Heavy/frame_0102.jpg,Foam-Heavy/augmented/contrast/root/frame_0102__contrast.jpg,contrast,"{""factor"": 1.079}"
Foam-Heavy,root,Foam-Heavy/frame_0102.jpg,Foam-Heavy/augmented/saturation/root/frame_0102__saturation.jpg,saturation,"{""factor"": 1.0787}"
Foam-Heavy,root,Foam-Heavy/frame_0102.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0102__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0343, ""shift_y_fraction"": -0.025, ""zoom"": 1.0007}"
Foam-Heavy,root,Foam-Heavy/frame_0103.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0103__small_rotation.jpg,small_rotation,"{""angle_degrees"": -0.3013}"
Foam-Heavy,root,Foam-Heavy/frame_0103.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0103__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0103.jpg,Foam-Heavy/augmented/brightness/root/frame_0103__brightness.jpg,brightness,"{""factor"": 0.8833}"
Foam-Heavy,root,Foam-Heavy/frame_0103.jpg,Foam-Heavy/augmented/contrast/root/frame_0103__contrast.jpg,contrast,"{""factor"": 0.9816}"
Foam-Heavy,root,Foam-Heavy/frame_0103.jpg,Foam-Heavy/augmented/saturation/root/frame_0103__saturation.jpg,saturation,"{""factor"": 0.9882}"
Foam-Heavy,root,Foam-Heavy/frame_0103.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0103__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0079, ""shift_y_fraction"": 0.0294, ""zoom"": 1.0492}"
Foam-Heavy,root,Foam-Heavy/frame_0104.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0104__small_rotation.jpg,small_rotation,"{""angle_degrees"": -7.2927}"
Foam-Heavy,root,Foam-Heavy/frame_0104.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0104__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0104.jpg,Foam-Heavy/augmented/brightness/root/frame_0104__brightness.jpg,brightness,"{""factor"": 0.9773}"
Foam-Heavy,root,Foam-Heavy/frame_0104.jpg,Foam-Heavy/augmented/contrast/root/frame_0104__contrast.jpg,contrast,"{""factor"": 0.9948}"
Foam-Heavy,root,Foam-Heavy/frame_0104.jpg,Foam-Heavy/augmented/saturation/root/frame_0104__saturation.jpg,saturation,"{""factor"": 0.9372}"
Foam-Heavy,root,Foam-Heavy/frame_0104.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0104__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0285, ""shift_y_fraction"": 0.012, ""zoom"": 1.0796}"
Foam-Heavy,root,Foam-Heavy/frame_0105.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0105__small_rotation.jpg,small_rotation,"{""angle_degrees"": 4.5895}"
Foam-Heavy,root,Foam-Heavy/frame_0105.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0105__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0105.jpg,Foam-Heavy/augmented/brightness/root/frame_0105__brightness.jpg,brightness,"{""factor"": 0.9881}"
Foam-Heavy,root,Foam-Heavy/frame_0105.jpg,Foam-Heavy/augmented/contrast/root/frame_0105__contrast.jpg,contrast,"{""factor"": 1.0561}"
Foam-Heavy,root,Foam-Heavy/frame_0105.jpg,Foam-Heavy/augmented/saturation/root/frame_0105__saturation.jpg,saturation,"{""factor"": 0.9617}"
Foam-Heavy,root,Foam-Heavy/frame_0105.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0105__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0004, ""shift_y_fraction"": 0.0017, ""zoom"": 1.0375}"
Foam-Heavy,root,Foam-Heavy/frame_0106.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0106__small_rotation.jpg,small_rotation,"{""angle_degrees"": 1.8508}"
Foam-Heavy,root,Foam-Heavy/frame_0106.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0106__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0106.jpg,Foam-Heavy/augmented/brightness/root/frame_0106__brightness.jpg,brightness,"{""factor"": 1.0331}"
Foam-Heavy,root,Foam-Heavy/frame_0106.jpg,Foam-Heavy/augmented/contrast/root/frame_0106__contrast.jpg,contrast,"{""factor"": 1.1114}"
Foam-Heavy,root,Foam-Heavy/frame_0106.jpg,Foam-Heavy/augmented/saturation/root/frame_0106__saturation.jpg,saturation,"{""factor"": 0.9016}"
Foam-Heavy,root,Foam-Heavy/frame_0106.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0106__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0024, ""shift_y_fraction"": -0.0307, ""zoom"": 1.0797}"
Foam-Heavy,root,Foam-Heavy/frame_0107.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0107__small_rotation.jpg,small_rotation,"{""angle_degrees"": 2.4617}"
Foam-Heavy,root,Foam-Heavy/frame_0107.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0107__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0107.jpg,Foam-Heavy/augmented/brightness/root/frame_0107__brightness.jpg,brightness,"{""factor"": 0.9153}"
Foam-Heavy,root,Foam-Heavy/frame_0107.jpg,Foam-Heavy/augmented/contrast/root/frame_0107__contrast.jpg,contrast,"{""factor"": 0.9207}"
Foam-Heavy,root,Foam-Heavy/frame_0107.jpg,Foam-Heavy/augmented/saturation/root/frame_0107__saturation.jpg,saturation,"{""factor"": 1.0521}"
Foam-Heavy,root,Foam-Heavy/frame_0107.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0107__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.011, ""shift_y_fraction"": 0.0209, ""zoom"": 1.0615}"
Foam-Heavy,root,Foam-Heavy/frame_0108.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0108__small_rotation.jpg,small_rotation,"{""angle_degrees"": 1.178}"
Foam-Heavy,root,Foam-Heavy/frame_0108.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0108__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0108.jpg,Foam-Heavy/augmented/brightness/root/frame_0108__brightness.jpg,brightness,"{""factor"": 0.9446}"
Foam-Heavy,root,Foam-Heavy/frame_0108.jpg,Foam-Heavy/augmented/contrast/root/frame_0108__contrast.jpg,contrast,"{""factor"": 1.0883}"
Foam-Heavy,root,Foam-Heavy/frame_0108.jpg,Foam-Heavy/augmented/saturation/root/frame_0108__saturation.jpg,saturation,"{""factor"": 1.0502}"
Foam-Heavy,root,Foam-Heavy/frame_0108.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0108__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0176, ""shift_y_fraction"": 0.0344, ""zoom"": 1.0054}"
Foam-Heavy,root,Foam-Heavy/frame_0109.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0109__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.8012}"
Foam-Heavy,root,Foam-Heavy/frame_0109.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0109__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0109.jpg,Foam-Heavy/augmented/brightness/root/frame_0109__brightness.jpg,brightness,"{""factor"": 0.9943}"
Foam-Heavy,root,Foam-Heavy/frame_0109.jpg,Foam-Heavy/augmented/contrast/root/frame_0109__contrast.jpg,contrast,"{""factor"": 0.8852}"
Foam-Heavy,root,Foam-Heavy/frame_0109.jpg,Foam-Heavy/augmented/saturation/root/frame_0109__saturation.jpg,saturation,"{""factor"": 0.9849}"
Foam-Heavy,root,Foam-Heavy/frame_0109.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0109__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0199, ""shift_y_fraction"": -0.0187, ""zoom"": 1.0057}"
Foam-Heavy,root,Foam-Heavy/frame_0110.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0110__small_rotation.jpg,small_rotation,"{""angle_degrees"": 5.7699}"
Foam-Heavy,root,Foam-Heavy/frame_0110.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0110__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0110.jpg,Foam-Heavy/augmented/brightness/root/frame_0110__brightness.jpg,brightness,"{""factor"": 0.9213}"
Foam-Heavy,root,Foam-Heavy/frame_0110.jpg,Foam-Heavy/augmented/contrast/root/frame_0110__contrast.jpg,contrast,"{""factor"": 1.0088}"
Foam-Heavy,root,Foam-Heavy/frame_0110.jpg,Foam-Heavy/augmented/saturation/root/frame_0110__saturation.jpg,saturation,"{""factor"": 1.0474}"
Foam-Heavy,root,Foam-Heavy/frame_0110.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0110__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0158, ""shift_y_fraction"": 0.0034, ""zoom"": 1.0211}"
Foam-Heavy,root,Foam-Heavy/frame_0111.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0111__small_rotation.jpg,small_rotation,"{""angle_degrees"": 3.1955}"
Foam-Heavy,root,Foam-Heavy/frame_0111.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0111__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0111.jpg,Foam-Heavy/augmented/brightness/root/frame_0111__brightness.jpg,brightness,"{""factor"": 1.0636}"
Foam-Heavy,root,Foam-Heavy/frame_0111.jpg,Foam-Heavy/augmented/contrast/root/frame_0111__contrast.jpg,contrast,"{""factor"": 1.1389}"
Foam-Heavy,root,Foam-Heavy/frame_0111.jpg,Foam-Heavy/augmented/saturation/root/frame_0111__saturation.jpg,saturation,"{""factor"": 0.9297}"
Foam-Heavy,root,Foam-Heavy/frame_0111.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0111__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0136, ""shift_y_fraction"": -0.0098, ""zoom"": 1.0674}"
Foam-Heavy,root,Foam-Heavy/frame_0112.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0112__small_rotation.jpg,small_rotation,"{""angle_degrees"": 0.1903}"
Foam-Heavy,root,Foam-Heavy/frame_0112.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0112__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0112.jpg,Foam-Heavy/augmented/brightness/root/frame_0112__brightness.jpg,brightness,"{""factor"": 0.9772}"
Foam-Heavy,root,Foam-Heavy/frame_0112.jpg,Foam-Heavy/augmented/contrast/root/frame_0112__contrast.jpg,contrast,"{""factor"": 1.1139}"
Foam-Heavy,root,Foam-Heavy/frame_0112.jpg,Foam-Heavy/augmented/saturation/root/frame_0112__saturation.jpg,saturation,"{""factor"": 0.9386}"
Foam-Heavy,root,Foam-Heavy/frame_0112.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0112__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0267, ""shift_y_fraction"": -0.0057, ""zoom"": 1.0424}"
Foam-Heavy,root,Foam-Heavy/frame_0113.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0113__small_rotation.jpg,small_rotation,"{""angle_degrees"": 2.5983}"
Foam-Heavy,root,Foam-Heavy/frame_0113.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0113__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0113.jpg,Foam-Heavy/augmented/brightness/root/frame_0113__brightness.jpg,brightness,"{""factor"": 0.9476}"
Foam-Heavy,root,Foam-Heavy/frame_0113.jpg,Foam-Heavy/augmented/contrast/root/frame_0113__contrast.jpg,contrast,"{""factor"": 0.8662}"
Foam-Heavy,root,Foam-Heavy/frame_0113.jpg,Foam-Heavy/augmented/saturation/root/frame_0113__saturation.jpg,saturation,"{""factor"": 1.0971}"
Foam-Heavy,root,Foam-Heavy/frame_0113.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0113__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0205, ""shift_y_fraction"": -0.0005, ""zoom"": 1.0103}"
Foam-Heavy,root,Foam-Heavy/frame_0114.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0114__small_rotation.jpg,small_rotation,"{""angle_degrees"": 3.2696}"
Foam-Heavy,root,Foam-Heavy/frame_0114.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0114__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0114.jpg,Foam-Heavy/augmented/brightness/root/frame_0114__brightness.jpg,brightness,"{""factor"": 0.915}"
Foam-Heavy,root,Foam-Heavy/frame_0114.jpg,Foam-Heavy/augmented/contrast/root/frame_0114__contrast.jpg,contrast,"{""factor"": 1.1233}"
Foam-Heavy,root,Foam-Heavy/frame_0114.jpg,Foam-Heavy/augmented/saturation/root/frame_0114__saturation.jpg,saturation,"{""factor"": 1.0239}"
Foam-Heavy,root,Foam-Heavy/frame_0114.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0114__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0328, ""shift_y_fraction"": 0.0331, ""zoom"": 1.0086}"
Foam-Heavy,root,Foam-Heavy/frame_0115.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0115__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.6716}"
Foam-Heavy,root,Foam-Heavy/frame_0115.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0115__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0115.jpg,Foam-Heavy/augmented/brightness/root/frame_0115__brightness.jpg,brightness,"{""factor"": 0.8635}"
Foam-Heavy,root,Foam-Heavy/frame_0115.jpg,Foam-Heavy/augmented/contrast/root/frame_0115__contrast.jpg,contrast,"{""factor"": 0.9236}"
Foam-Heavy,root,Foam-Heavy/frame_0115.jpg,Foam-Heavy/augmented/saturation/root/frame_0115__saturation.jpg,saturation,"{""factor"": 0.9199}"
Foam-Heavy,root,Foam-Heavy/frame_0115.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0115__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0144, ""shift_y_fraction"": -0.0128, ""zoom"": 1.02}"
Foam-Heavy,root,Foam-Heavy/frame_0116.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0116__small_rotation.jpg,small_rotation,"{""angle_degrees"": -0.9715}"
Foam-Heavy,root,Foam-Heavy/frame_0116.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0116__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0116.jpg,Foam-Heavy/augmented/brightness/root/frame_0116__brightness.jpg,brightness,"{""factor"": 1.0211}"
Foam-Heavy,root,Foam-Heavy/frame_0116.jpg,Foam-Heavy/augmented/contrast/root/frame_0116__contrast.jpg,contrast,"{""factor"": 0.9578}"
Foam-Heavy,root,Foam-Heavy/frame_0116.jpg,Foam-Heavy/augmented/saturation/root/frame_0116__saturation.jpg,saturation,"{""factor"": 0.9676}"
Foam-Heavy,root,Foam-Heavy/frame_0116.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0116__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.029, ""shift_y_fraction"": 0.004, ""zoom"": 1.058}"
Foam-Heavy,root,Foam-Heavy/frame_0117.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0117__small_rotation.jpg,small_rotation,"{""angle_degrees"": 4.2837}"
Foam-Heavy,root,Foam-Heavy/frame_0117.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0117__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0117.jpg,Foam-Heavy/augmented/brightness/root/frame_0117__brightness.jpg,brightness,"{""factor"": 1.0287}"
Foam-Heavy,root,Foam-Heavy/frame_0117.jpg,Foam-Heavy/augmented/contrast/root/frame_0117__contrast.jpg,contrast,"{""factor"": 0.8739}"
Foam-Heavy,root,Foam-Heavy/frame_0117.jpg,Foam-Heavy/augmented/saturation/root/frame_0117__saturation.jpg,saturation,"{""factor"": 0.9744}"
Foam-Heavy,root,Foam-Heavy/frame_0117.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0117__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0248, ""shift_y_fraction"": 0.006, ""zoom"": 1.0316}"
Foam-Heavy,root,Foam-Heavy/frame_0118.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0118__small_rotation.jpg,small_rotation,"{""angle_degrees"": 0.1264}"
Foam-Heavy,root,Foam-Heavy/frame_0118.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0118__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0118.jpg,Foam-Heavy/augmented/brightness/root/frame_0118__brightness.jpg,brightness,"{""factor"": 0.9183}"
Foam-Heavy,root,Foam-Heavy/frame_0118.jpg,Foam-Heavy/augmented/contrast/root/frame_0118__contrast.jpg,contrast,"{""factor"": 0.8938}"
Foam-Heavy,root,Foam-Heavy/frame_0118.jpg,Foam-Heavy/augmented/saturation/root/frame_0118__saturation.jpg,saturation,"{""factor"": 1.011}"
Foam-Heavy,root,Foam-Heavy/frame_0118.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0118__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0314, ""shift_y_fraction"": -0.0313, ""zoom"": 1.0119}"
Foam-Heavy,root,Foam-Heavy/frame_0119.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0119__small_rotation.jpg,small_rotation,"{""angle_degrees"": 7.4707}"
Foam-Heavy,root,Foam-Heavy/frame_0119.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0119__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0119.jpg,Foam-Heavy/augmented/brightness/root/frame_0119__brightness.jpg,brightness,"{""factor"": 1.1022}"
Foam-Heavy,root,Foam-Heavy/frame_0119.jpg,Foam-Heavy/augmented/contrast/root/frame_0119__contrast.jpg,contrast,"{""factor"": 1.1358}"
Foam-Heavy,root,Foam-Heavy/frame_0119.jpg,Foam-Heavy/augmented/saturation/root/frame_0119__saturation.jpg,saturation,"{""factor"": 1.0408}"
Foam-Heavy,root,Foam-Heavy/frame_0119.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0119__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0123, ""shift_y_fraction"": 0.0076, ""zoom"": 1.0787}"
Foam-Heavy,root,Foam-Heavy/frame_0120.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0120__small_rotation.jpg,small_rotation,"{""angle_degrees"": 0.4296}"
Foam-Heavy,root,Foam-Heavy/frame_0120.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0120__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0120.jpg,Foam-Heavy/augmented/brightness/root/frame_0120__brightness.jpg,brightness,"{""factor"": 1.0247}"
Foam-Heavy,root,Foam-Heavy/frame_0120.jpg,Foam-Heavy/augmented/contrast/root/frame_0120__contrast.jpg,contrast,"{""factor"": 0.8919}"
Foam-Heavy,root,Foam-Heavy/frame_0120.jpg,Foam-Heavy/augmented/saturation/root/frame_0120__saturation.jpg,saturation,"{""factor"": 0.9089}"
Foam-Heavy,root,Foam-Heavy/frame_0120.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0120__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0163, ""shift_y_fraction"": 0.0274, ""zoom"": 1.0522}"
Foam-Heavy,root,Foam-Heavy/frame_0121.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0121__small_rotation.jpg,small_rotation,"{""angle_degrees"": -7.9545}"
Foam-Heavy,root,Foam-Heavy/frame_0121.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0121__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0121.jpg,Foam-Heavy/augmented/brightness/root/frame_0121__brightness.jpg,brightness,"{""factor"": 0.8907}"
Foam-Heavy,root,Foam-Heavy/frame_0121.jpg,Foam-Heavy/augmented/contrast/root/frame_0121__contrast.jpg,contrast,"{""factor"": 1.0771}"
Foam-Heavy,root,Foam-Heavy/frame_0121.jpg,Foam-Heavy/augmented/saturation/root/frame_0121__saturation.jpg,saturation,"{""factor"": 1.0859}"
Foam-Heavy,root,Foam-Heavy/frame_0121.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0121__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0328, ""shift_y_fraction"": -0.027, ""zoom"": 1.055}"
Foam-Heavy,root,Foam-Heavy/frame_0122.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0122__small_rotation.jpg,small_rotation,"{""angle_degrees"": -0.16}"
Foam-Heavy,root,Foam-Heavy/frame_0122.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0122__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0122.jpg,Foam-Heavy/augmented/brightness/root/frame_0122__brightness.jpg,brightness,"{""factor"": 1.1428}"
Foam-Heavy,root,Foam-Heavy/frame_0122.jpg,Foam-Heavy/augmented/contrast/root/frame_0122__contrast.jpg,contrast,"{""factor"": 1.1152}"
Foam-Heavy,root,Foam-Heavy/frame_0122.jpg,Foam-Heavy/augmented/saturation/root/frame_0122__saturation.jpg,saturation,"{""factor"": 0.9476}"
Foam-Heavy,root,Foam-Heavy/frame_0122.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0122__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0149, ""shift_y_fraction"": -0.0028, ""zoom"": 1.0513}"
Foam-Heavy,root,Foam-Heavy/frame_0123.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0123__small_rotation.jpg,small_rotation,"{""angle_degrees"": -2.9209}"
Foam-Heavy,root,Foam-Heavy/frame_0123.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0123__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0123.jpg,Foam-Heavy/augmented/brightness/root/frame_0123__brightness.jpg,brightness,"{""factor"": 1.1054}"
Foam-Heavy,root,Foam-Heavy/frame_0123.jpg,Foam-Heavy/augmented/contrast/root/frame_0123__contrast.jpg,contrast,"{""factor"": 1.1071}"
Foam-Heavy,root,Foam-Heavy/frame_0123.jpg,Foam-Heavy/augmented/saturation/root/frame_0123__saturation.jpg,saturation,"{""factor"": 0.9409}"
Foam-Heavy,root,Foam-Heavy/frame_0123.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0123__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0172, ""shift_y_fraction"": 0.0027, ""zoom"": 1.0035}"
Foam-Heavy,root,Foam-Heavy/frame_0124.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0124__small_rotation.jpg,small_rotation,"{""angle_degrees"": -6.6681}"
