class_name,subtype,path,sha256,width,height,aspect_ratio,blur_score,mean_brightness,quality_warning,exact_duplicate_of
Foam-Heavy,root,Foam-Heavy/frame_0106.jpg,a15d8e08f9c6812657ad15964dbd033f6da73c5dd5572c55a91eb0007cdbf29b,224,224,1.0,2979.629,142.177,,
Foam-Heavy,root,Foam-Heavy/frame_0107.jpg,efac97cbcfae448dc8b1cc7c1eb0f24ff4c93fa7e60250577871d39e82c13e32,224,224,1.0,3116.773,137.69,,
Foam-Heavy,root,Foam-Heavy/frame_0108.jpg,079b4c818e96d8eb1096a603e6a7623fc4801898c0ebd032f5c5af99d7209e10,224,224,1.0,3272.065,134.821,,
Foam-Heavy,root,Foam-Heavy/frame_0109.jpg,bb67cd712cd007ab7eed5f9593178938f7de6ca830eb17c9983801a903e57d64,224,224,1.0,3150.266,135.504,,
Foam-Heavy,root,Foam-Heavy/frame_0110.jpg,e8b0964427a1639f11c0f4a92a3b9c9900c53c5aead946b88cfeaa345fad3701,224,224,1.0,2733.061,136.907,,
Foam-Heavy,root,Foam-Heavy/frame_0111.jpg,b0222a4cdaf956cf80bfb3fc31afedc79c649784dbfdfa34aebf86de51d9da27,224,224,1.0,2485.04,137.717,,
Foam-Heavy,root,Foam-Heavy/frame_0112.jpg,002727e1bf5d7b78fabc9e29492750115dc959a54986087559729ad7e4e98cc6,224,224,1.0,2600.466,139.738,,
Foam-Heavy,root,Foam-Heavy/frame_0113.jpg,01978d44d3183698069b8a427b26fd14d5a497ded2ce85dfe85b1ac80b49be90,224,224,1.0,2617.864,143.75,,
Foam-Heavy,root,Foam-Heavy/frame_0114.jpg,bdf22ce7aa966cac5f014860c8dbcb5e601ba6fe85cfd7c4d5bbe022c80c5f39,224,224,1.0,2900.005,143.931,,
Foam-Heavy,root,Foam-Heavy/frame_0115.jpg,d793afa21bb7e6aefaa352f947b3d1b0c0bd10056f029b98a9ccef54489ae769,224,224,1.0,2562.7,142.55,,
Foam-Heavy,root,Foam-Heavy/frame_0116.jpg,6792ec3cdeaff370e3e222c29041348b7c5ecd5ec490f264e27266e71f67533e,224,224,1.0,2726.34,139.953,,
Foam-Heavy,root,Foam-Heavy/frame_0117.jpg,c79d22ea903de413302a757e7252ece7c11a9cded4a44f27d6311351a5218f83,224,224,1.0,2783.376,139.772,,
Foam-Heavy,root,Foam-Heavy/frame_0118.jpg,20000ab4d9386ee894d4305a20e77d6ffd0d6c15483a05f03a72884bbb3b4313,224,224,1.0,2965.284,141.037,,
Foam-Heavy,root,Foam-Heavy/frame_0119.jpg,fd24b58f7b9c6ddb39a159c2503d1ed3e1f57f7cb77a49f1e8cda96ae4c67aec,224,224,1.0,2520.592,140.999,,
Foam-Heavy,root,Foam-Heavy/frame_0120.jpg,72a86773e980b8d63e96174bf56fc50e5cdd31dac8e0e9d21c1311fbc9211def,224,224,1.0,2516.413,140.228,,
Foam-Heavy,root,Foam-Heavy/frame_0121.jpg,a841715ea27bed03155ffeaadfb10fbf86df028f0caeff54980fec27584521d6,224,224,1.0,2667.473,139.685,,
Foam-Heavy,root,Foam-Heavy/frame_0122.jpg,aec96781116ca1e8ea461c36453dd15b0f0808bda77e9cf77c2b3020459d83c4,224,224,1.0,2787.623,139.775,,
Foam-Heavy,root,Foam-Heavy/frame_0123.jpg,fcce25ee97f78606d013ad133723be30d6e4c7eb1bf5337ed7022df61854fefb,224,224,1.0,2378.58,140.85,,
Foam-Heavy,root,Foam-Heavy/frame_0124.jpg,ff31d4ef95dacf57814de73e7be0b4652827b477d37fe7b8cb4271cde24020fc,224,224,1.0,2523.75,140.115,,
Foam-Heavy,root,Foam-Heavy/frame_0125.jpg,a67dd160cab1fbaf355c1823fe0f37f0a5b9869e9e457438f9291eedd401a5c9,224,224,1.0,2546.589,139.065,,
Foam-Heavy,root,Foam-Heavy/frame_0126.jpg,f0832bc9045e9dcf93017eac3670cc5309396fc0f97b6b6ebaa9bdc2b4c382d2,224,224,1.0,2326.055,139.298,,
Foam-Heavy,root,Foam-Heavy/frame_0127.jpg,9312309b9ec183adb0e4b711c1a919778488f4ba70cc3ebfd52ce9520de0d23a,224,224,1.0,2196.677,139.83,,
Foam-Heavy,root,Foam-Heavy/frame_0128.jpg,2ba84de0785294b73ca0baef700d2add71aab9e606ae3aac7ad7aa0fc0e4cfef,224,224,1.0,2583.543,139.917,,
Foam-Heavy,root,Foam-Heavy/frame_0129.jpg,15e9e6783c7f8c462a0858ab6d3acf23b6671954af172dd033bcb042ab739d19,224,224,1.0,2647.544,141.223,,
Foam-Heavy,root,Foam-Heavy/frame_0130.jpg,48b22a0a23010b0d9e134ded6660d5d5e6de92be9cbe0660374455ce0df967ca,224,224,1.0,2381.443,140.882,,
Foam-Heavy,root,Foam-Heavy/frame_0131.jpg,a5121b13917dba2e96b163d2860b8f801f044bfc798295b751d4c3e1dc5aede9,224,224,1.0,2444.994,141.164,,
Foam-Heavy,root,Foam-Heavy/frame_0132.jpg,f6e2872ee282b40c4163879671a517801f0d211195f84808ec0a98b683529c81,224,224,1.0,2579.901,141.276,,
Foam-Mild,root,Foam-Mild/IMG_5479.png,ae04642790b6dfec35c8415eeb6f2c3654804e020c0c90e2db0b7343db4becc5,3024,4032,0.75,242.588,114.21,,
Foam-Mild,root,Foam-Mild/IMG_5480.png,42a41ba3892bd3ba50c0bea111071ee9a21805ab1e8bccfe0d40047e8ff7695e,3024,4032,0.75,306.349,112.152,,
Foam-Mild,root,Foam-Mild/IMG_5481.png,c5b0c598d9648e049e4b711ca7ca641ecccea9f43830db576ebf274076b1e903,3024,4032,0.75,116.142,117.233,,
Foam-Mild,root,Foam-Mild/IMG_5482.png,8e0807f990b0c077f150859c49ec968551de3425c82c403b1a4f900ac0b1b8cc,3024,4032,0.75,135.346,121.211,,
Foam-Mild,root,Foam-Mild/IMG_5483.png,3aafb6010f8ded80ca5a01207890d8f7c1f51dfb99864b8de5430e2e3ff605c9,3024,4032,0.75,104.571,118.316,,
Foam-Mild,root,Foam-Mild/IMG_5484.png,cc39349c1c6557143d04684b5c7d83e187f10e8f06561d0bd590285ad56dd92e,3024,4032,0.75,105.749,114.754,,
Foam-Mild,root,Foam-Mild/IMG_5485.png,3468baa9f56b5830871c246599485d323ca124c1eec2a31597764ee63f41a58f,3024,4032,0.75,125.884,112.956,,
Foam-Mild,root,Foam-Mild/IMG_5486.png,bb1d8d48ec63bb7cfdb7bd9f96c198ebcb3548f789d5f66026838859878f58b4,3024,4032,0.75,73.815,111.775,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_13_46_Pro.jpg,dd8f2fb073075aa801ab7719a45a74fdc78598d2e7bf64e7c7e295fd522358d7,1920,1080,1.7778,744.046,102.897,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_13_49_Pro.jpg,32d1ee7995ac1973bcede317963db488c804642e926ab3c47d222679bfc01800,1920,1080,1.7778,418.696,104.205,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_13_54_Pro.jpg,966bb002c6b3481c70b612f40fc50cc21ffbf84644b58f00d41d844b87a16349,1920,1080,1.7778,703.059,103.568,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_14_01_Pro.jpg,c2db07a475be0448f6f64e6bc63a08f128cfa338bed5693b2da58f8f89acda0a,1920,1080,1.7778,385.938,95.047,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_14_12_Pro.jpg,ad1f96450047a248ed5b060b33d1986a773b4e88beb943425ba5ada9366a30a2,1920,1080,1.7778,797.611,105.47,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_14_13_Pro.jpg,73d3a81c59fb955dbff4a83a584986bd7092a521337c689eeb70365a52cfb9b7,1920,1080,1.7778,798.837,105.389,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_14_16_Pro.jpg,de4cf97c061eccd31b8c487193fc56f567652feb3b39da30846854dbc8e88a76,1920,1080,1.7778,505.628,105.462,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_14_18_Pro.jpg,5dc49383cf2e8ae5d5f55f699da6874add859dabd06387544bcb4048448a5471,1920,1080,1.7778,384.759,107.234,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_14_32_Pro.jpg,880cd0f8e4415c81d09fd4348f8041a8cd37a19abf83420074896aef77046d45,1920,1080,1.7778,511.055,100.802,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_14_40_Pro.jpg,11b8f78b172937c75ff8b846309352eda50b298149f007cdbc232e9890d897a9,1920,1080,1.7778,992.413,102.87,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_15_00_Pro.jpg,d3b56ecec09ead012d8f7cc210c220959c3191dcd598cd456b8361cbcebf4022,1920,1080,1.7778,993.071,111.465,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_15_05_Pro.jpg,4d96123fa1ff387c7395bf565354a2cf35c0440b00caf6f869b4bd6a60143438,1920,1080,1.7778,606.134,110.626,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_16_03_Pro.jpg,e3d3881773fcab08c849ab149d075826a717a9a5109d09d288fd812a9513d274,1920,1080,1.7778,917.238,109.791,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_16_04_Pro.jpg,ae8f43590fd191727459948282c38596f8263d4b8a76e7239681ebe6280c1b9d,1920,1080,1.7778,923.016,109.816,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_16_33_Pro.jpg,c8bb69fb2ec1c65f79a685728394cbad10d09363262620d55940320e7f9d752d,1920,1080,1.7778,867.155,110.32,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_16_34_Pro.jpg,3cf60df85ee010df3e88da4708cba06d532984fd3b79fcc02f68d316f9533eee,1920,1080,1.7778,871.405,110.152,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_16_46_Pro.jpg,f31b004b47712ee79b05f1cb2b657da7b2f45f3f2852600daa2735a39a34b808,1920,1080,1.7778,871.648,108.494,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_17_44_Pro.jpg,b56b9c3878388c777ca05a8fbfc76cc9ce75ae54c6054d52b56f13197bc8fd16,1920,1080,1.7778,478.873,104.036,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_17_45_Pro.jpg,23aeb782e3d75e66d77298ba6084f3e1f1087cc72ba78fa186cadc14f0db6084,1920,1080,1.7778,481.877,104.045,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_18_08_Pro (2).jpg,80118d456e5113832222ab86963daa18e15150ebdca317a9ca0e75b95b2efa1d,1920,1080,1.7778,777.004,104.352,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_18_08_Pro.jpg,38a56ab95023e2ec780469b2151925f2cb708631c1a7523076078415c0200feb,1920,1080,1.7778,780.877,104.472,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_18_09_Pro.jpg,46ae263f4911236bb1f1d9e3040571eabe7c0406d9b0941d0875aafd66c12806,1920,1080,1.7778,776.134,104.387,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_19_00_Pro.jpg,d7cc5cac7faed3cbaafcd90437a9e562f3813ac09b97d8ed20b96d920cc49107,1920,1080,1.7778,630.246,97.299,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_19_01_Pro.jpg,e0a03eb1919ca27ea889e4710a213a32ccb69ada9bdd0d6dbce4771e6d6cae36,1920,1080,1.7778,626.54,97.244,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_19_41_Pro.jpg,38f4994b82d4384f2f4b0aa3996372ba8f44c16a6c61c78312cfdf5123cdda2d,1920,1080,1.7778,809.463,120.381,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_19_42_Pro.jpg,937e81f6ce445a9c6a32587549b1d691a03e5a4fe7228ffce47af39d71f18733,1920,1080,1.7778,812.628,120.689,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_19_43_Pro.jpg,d6d7a84756b2d9937a5b0ff7a37db730ae1674533689170e1d387d9082b42465,1920,1080,1.7778,814.204,120.412,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_21_14_Pro.jpg,94e3faa190baa9f83e878051937ca0e577ecf3b82ed3853c29d394429b92e9a6,1920,1080,1.7778,768.066,108.026,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_21_35_Pro.jpg,eb92f6552d03d9f918bfec79955ebca5c9af6d589308340284dad2ca21a0429d,1920,1080,1.7778,559.249,110.978,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_30_Pro.jpg,11aafe99033617b33988dcec75d0f5f30283fce3b9d327a7c8975cf22bf993bc,1920,1080,1.7778,516.591,104.543,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_32_Pro.jpg,c7c421c95099a8545cf71e155a5358f51f1fc1095bb0a88a551cf0b55fd73890,1920,1080,1.7778,503.482,106.139,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_34_Pro.jpg,81663204217a19b7a761729625ebb377c6ad838d74dc526a150e657d1a920eb1,1920,1080,1.7778,592.848,106.87,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_36_Pro.jpg,7ac2a7e58e85f302a5bd36b175dcd4a045ded91448f4d717ab6d69e6b8e8c3ea,1920,1080,1.7778,305.131,106.861,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_38_Pro.jpg,ee2f2c7bfb99b045ec106ba5405bd7e45caaf77d6f1980f2337dbea123ac02ca,1920,1080,1.7778,289.202,92.776,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_40_Pro.jpg,54d69869da9f1ca3daa10b5d7e1fb5ea7bb189692bb48271213aa410804d708f,1920,1080,1.7778,354.766,94.124,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_41_Pro.jpg,71489fc76ae31c5ca3255cf7608a542af66bbeea2e30c29a7c2d714bf8383e08,1920,1080,1.7778,166.167,93.533,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_42_Pro.jpg,b0a229ba30351e001456055648dcbcd8661bc9c05c5d7dfd144c4324406aaeb5,1920,1080,1.7778,85.303,94.996,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_44_Pro.jpg,6dfb464e8c1b04e16d41f1afefbf18f3c9c017f43746c5d4622e7ff6e75696b4,1920,1080,1.7778,177.619,96.361,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_45_Pro.jpg,6007d05647cb6a955b4b3c9fb81c5a0869f0b734d6dff25d4476e5baabf39923,1920,1080,1.7778,564.412,96.228,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_46_Pro.jpg,5078a021fd7bef6ba07df4ddeca7960cf205e806eddef6c1b8bd5a13dc0c1cd8,1920,1080,1.7778,619.41,95.32,,
Foam-Mild,root,Foam-Mild/WIN_20260707_13_35_48_Pro.jpg,bb4c658c7a34c52b7509b97f47ebd8ab6009e60e2ac00880c27d147942638be7,1920,1080,1.7778,292.532,98.321,,
Foam-Mild,root,Foam-Mild/frame_0000.jpg,33026a81b983e6fb63098f5097ebf37d5a91640a4973483a9bef5d84b560f436,224,224,1.0,4834.344,144.309,,
Foam-Mild,root,Foam-Mild/frame_0001.jpg,a00f461eed79627fa2e1ec13f1caf3f7b979c78814cfa945b38929d6f8922752,224,224,1.0,4783.718,144.011,,
Foam-Mild,root,Foam-Mild/frame_0002.jpg,3a4a79cf5725f9e50fa954058e935f619b966704149e77435a6b07aa42034fc0,224,224,1.0,4534.201,144.748,,
Foam-Mild,root,Foam-Mild/frame_0003.jpg,434a7965dbbd2500638fccc7d9c6a9f2897e47bda81c13b4a5bc7b3cc5228421,224,224,1.0,4637.365,143.358,,
Foam-Mild,root,Foam-Mild/frame_0004.jpg,22c477d79f386f225da1cca337725743d0e427171802bf4a02adfaff68869939,224,224,1.0,4778.067,143.039,,
Foam-Mild,root,Foam-Mild/frame_0005.jpg,cce0860f9a98f8581daa41d8702b06c3fb1efff0991350635ae72ca7b7728d11,224,224,1.0,4142.666,144.567,,
Foam-Mild,root,Foam-Mild/frame_0006.jpg,2dd38107b2131c06a03861035d369e6f357a6a8e3bdf092a987da3727ea13ec0,224,224,1.0,4437.775,145.393,,
Foam-Mild,root,Foam-Mild/frame_0007.jpg,72b786bc610fec2472fa00c2d7dfadd60fb44ed8ebfcba4d28c2e6a33bfba598,224,224,1.0,4405.556,145.688,,
Foam-Mild,root,Foam-Mild/frame_0008.jpg,bc6910d992a547a3fcb59c24e96acdf1505e91c0e500977547691fe534a2e53f,224,224,1.0,4761.981,144.813,,
Foam-Mild,root,Foam-Mild/frame_0009.jpg,373f546281a919d80b3360c70e55cd829dddf7f3978ca9a745ac8c073597d576,224,224,1.0,4767.92,143.886,,
Foam-Mild,root,Foam-Mild/frame_0010.jpg,274c49f7e38f51957e71348409c0a918faae8e49e4bb0a29b0f30f6f67f20bcc,224,224,1.0,4718.917,143.089,,
Foam-Mild,root,Foam-Mild/frame_0011.jpg,cc491574615dfd819a2563e56d71351fe2db217d67a685f22d2d890af1664e87,224,224,1.0,4720.913,142.527,,
Foam-Mild,root,Foam-Mild/frame_0012.jpg,f383bf7f3a0d612ded2fad115af9b9fe8e632344cbf4a5dac673b2e4659481a5,224,224,1.0,4583.392,142.126,,
Foam-Mild,root,Foam-Mild/frame_0013.jpg,e320149a836ebb114ce19c563701c403db3d4977100163d9fa55527405b96403,224,224,1.0,4304.308,139.829,,
Foam-Mild,root,Foam-Mild/frame_0014.jpg,2d500297005d3a87403ece92f3d7d17e9250f8072c8157870237e76e78786f47,224,224,1.0,4994.335,137.785,,
Foam-Mild,root,Foam-Mild/frame_0015.jpg,bdb67c0f39fe9b21bd306c8bddd25f9a03c2cf17422d0b78ec5828da63513e96,224,224,1.0,4819.125,137.727,,
Foam-Mild,root,Foam-Mild/frame_0016.jpg,742cf032a69881b13d6c8d66a1c27116c63878be7e140c88c86bf342fcba11c6,224,224,1.0,4677.779,138.547,,
Foam-Mild,root,Foam-Mild/frame_0017.jpg,1ae1db82f6d047fb1b5d5183ea6ac93195a6860304a1d4e2c85125753fcfe70d,224,224,1.0,4772.097,139.095,,
Foam-Mild,root,Foam-Mild/frame_0018.jpg,2170c56861eb87256e910078451452638f1c4f727aab549070291092e6ddd468,224,224,1.0,4918.468,139.192,,
Foam-Mild,root,Foam-Mild/frame_0019.jpg,4429d704484934b626da2b2d52f04ffec45192e281f9b9cc1f7b0d1aea27c913,224,224,1.0,4618.628,139.681,,
Foam-Mild,root,Foam-Mild/frame_0020.jpg,f46dd6a12150e83bf6d0e03b5ff0c000ec47a45e5142d86ff9afff3e28c1fced,224,224,1.0,4428.347,141.194,,
Foam-Mild,root,Foam-Mild/frame_0021.jpg,a92f179fcf0a8a86c1c8f3130d978b7ebcf1cb6a556dcdd5448278c9a21ef946,224,224,1.0,4722.141,140.945,,
Foam-Mild,root,Foam-Mild/frame_0022.jpg,a70d5b43721dcc4aee963229dabd70ad7350f68bf04ab17c1ec579239bb98d9d,224,224,1.0,4304.147,140.715,,
Foam-Mild,root,Foam-Mild/frame_0023.jpg,7b102fc86eb1c0c01eefbb6a17a2d9ee532a5b2f074d87345bfc6ba7a1696ed6,224,224,1.0,4485.256,140.208,,
Foam-Mild,root,Foam-Mild/frame_0024.jpg,c9f0ef644acb297ce9c1353cc350fa79fc897b0554b7f236a8f9e4af0e7da4db,224,224,1.0,4009.543,140.846,,
Foam-Mild,root,Foam-Mild/frame_0025.jpg,df2c2b493830d171e03f9b7c260c43df78ee8a47c30e64b6d4dfd42878383828,224,224,1.0,4652.28,140.22,,
Foam-Mild,root,Foam-Mild/frame_0026.jpg,754b2c15ab97fddec2d3693389b1316126489466968a14dd7ec23727d6951727,224,224,1.0,4766.908,138.608,,
Foam-Mild,root,Foam-Mild/frame_0027.jpg,ebd34f7511f25fd47077075b4a52c43ff4cc67e48a68fa802e35c90267dcc8d1,224,224,1.0,4105.16,139.593,,
Foam-Mild,root,Foam-Mild/frame_0028.jpg,79dcf3a2ecac335bce9f058904ae5ff0ce85c03349b32da222732fd30550403f,224,224,1.0,4663.136,139.974,,
Foam-Mild,root,Foam-Mild/frame_0029.jpg,24610f0ba3727cd829e14cbfdd1a63f2d89368bd47e1cbbed49cc8c808bddb6e,224,224,1.0,4324.3,142.093,,
Foam-Mild,root,Foam-Mild/frame_0030.jpg,cfe9bb140057b84aa9c3684740ad4b52845a22f51dbf1a69233c1edb220e7b39,224,224,1.0,4078.274,142.747,,
Foam-Mild,root,Foam-Mild/frame_0031.jpg,586b52b60ab91b21cfa4a3a126f6126e808430379bf6d4d683d7bab949cab1bc,224,224,1.0,3939.151,143.248,,
Foam-Mild,root,Foam-Mild/frame_0032.jpg,d0464fc19f8522e895c6c0d71bff00ca6bb644b15baa74cc4889b49200434913,224,224,1.0,4560.05,143.63,,
Foam-Mild,root,Foam-Mild/frame_0033.jpg,f4676a6835707f3965120f11cd037d7c01a1883c754d95dfad101ca2bc6cbb0a,224,224,1.0,4490.542,144.657,,
Foam-Mild,root,Foam-Mild/frame_0034.jpg,c8418164f315a16b331887f2b083b914887de51a913d1acce03bc38539cc5f4e,224,224,1.0,4478.74,144.934,,
Foam-Mild,root,Foam-Mild/frame_0035.jpg,849b765f7cd600b0030bbe2a8d79c9d9a11c6245309ae9aff2f5c6eee3668d52,224,224,1.0,4560.004,144.331,,
Foam-Mild,root,Foam-Mild/frame_0036.jpg,a2350e26e60f7a738b4303a884c55f39c64f78b75e002156e613b935661a8ec0,224,224,1.0,4330.407,144.39,,
Foam-Mild,root,Foam-Mild/frame_0037.jpg,68aabbecd1f89b89149a41fc2e5ec9aaf1560b8c8f83c80d794d4ef99a6d8bf3,224,224,1.0,4743.052,144.118,,
Foam-Mild,root,Foam-Mild/frame_0038.jpg,29c1fdf6c09240aef59a979f9ef11d1c214c1fc4d8cfd64d4c89fb635b11f2be,224,224,1.0,4691.199,144.074,,
Foam-Mild,root,Foam-Mild/frame_0039.jpg,4f5301bffb4311198dfd272f0923e8d811c8f9de5794b2e93cb9d1b1ff733ee3,224,224,1.0,4663.508,143.767,,
Foam-Mild,root,Foam-Mild/frame_0040.jpg,ba0f4eb4a6627c41550140b2728eb2c86677defb718f07031ca5332b14be37fa,224,224,1.0,4843.266,144.529,,
Foam-Mild,root,Foam-Mild/frame_0041.jpg,5c941ea5650291ea3473f9bb4bd6ad14e11b94f1ef302737d44422a85beebc5d,224,224,1.0,4716.531,144.551,,
Foam-Mild,root,Foam-Mild/frame_0042.jpg,75e03ec29e1510cd1d79520142cca65fd132c523cb1be278f935864206508ee9,224,224,1.0,4852.479,143.881,,
Foam-Mild,root,Foam-Mild/frame_0043.jpg,495798d7c982ee4e4d4cbab3556958412522e96b49ebc059160e0cbb106ef51d,224,224,1.0,4958.112,143.367,,
Foam-Mild,root,Foam-Mild/frame_0044.jpg,934260ea4cac83514ff1eb4eb2a2ffc381fcae204369649d31304566fc0b039c,224,224,1.0,5025.241,142.724,,
Foam-Mild,root,Foam-Mild/frame_0045.jpg,d07e85a23bcda81ca2c8191d9a284c6bac6b299bbeb1b910898c719461adc937,224,224,1.0,4836.306,141.941,,
Foam-Mild,root,Foam-Mild/frame_0046.jpg,0ffc46289bff1e04b5b37c88c121cd14efd8dae94f7287569c6c257dee95bde5,224,224,1.0,4750.291,141.452,,
Foam-Mild,root,Foam-Mild/frame_0047.jpg,f87ab25d73319bb28aec7e1254c43b50d087bd91736807f1fa075cdbac4cdbca,224,224,1.0,4798.551,141.206,,
Foam-Mild,root,Foam-Mild/frame_0048.jpg,ceebccae54e925574278ca48f7c1d6b8ec69156798c2bcef213fd6aca9be8cfc,224,224,1.0,5000.865,140.217,,
Foam-Mild,root,Foam-Mild/frame_0049.jpg,050ae9405f5670243d748f326f5abc534a5b025eae4a79d1b76fd9e160bff446,224,224,1.0,4878.82,139.959,,
Foam-Mild,root,Foam-Mild/frame_0050.jpg,7c35c7f7522578fff0a81bb395642398398becd2aa4227ea82a8501778c61b1e,224,224,1.0,4678.855,139.157,,
Foam-Mild,root,Foam-Mild/frame_0051.jpg,c26860f4d2e05cd6d25ed2875b9e5701df5831a216481ff12ec63dac087ea803,224,224,1.0,4613.744,138.584,,
Foam-Mild,root,Foam-Mild/frame_0052.jpg,80ffb56a3d4917bacfa2cd286bac26870136109dbc6e536a3175b9b11017b8eb,224,224,1.0,4982.179,137.3,,
Foam-Mild,root,Foam-Mild/frame_0053.jpg,0866963156072ac3e0d777c5fc3bc0d334d8d1426dff1057278511fcddd397c1,224,224,1.0,4468.196,136.978,,
Foam-Mild,root,Foam-Mild/frame_0054.jpg,91eefb9335c27fe1b9208171ab46582606d780359a781cfb37405ce61fd790ce,224,224,1.0,4700.024,136.132,,
Foam-Mild,root,Foam-Mild/frame_0055.jpg,5bb7b7502d9918aa27eff28522ebb6a5c87dcd0ad5ca6713c85db9adf973b4ac,224,224,1.0,4719.982,136.615,,
Foam-Mild,root,Foam-Mild/frame_0056.jpg,47ff78983edc845b2b495a498ce622f3a93e45be16a9ba7ceb48c66c64d0056d,224,224,1.0,4083.944,137.86,,
Foam-Mild,root,Foam-Mild/frame_0057.jpg,d310edc91bd2ab3c9580338aa454ac40fab5be7cdeef6c0b5ea0a2f0e7b59053,224,224,1.0,4611.49,138.151,,
Foam-Mild,root,Foam-Mild/frame_0058.jpg,263aceb24fbb90733406e06609bf7b8e9a0ec70ee74b631acf87064e8dbdc187,224,224,1.0,4575.823,139.212,,
Foam-Mild,root,Foam-Mild/frame_0059.jpg,ac0a6cc67619d6b28afd22d2e5aa072fdd032fb0a347106904b641e29d3820c4,224,224,1.0,4012.67,141.145,,
Foam-Mild,root,Foam-Mild/frame_0060.jpg,7ec4e6dabc03638328de61e3ccdf74c4db99fa9d567e83e5a1cc65fca9cf547d,224,224,1.0,4640.219,142.903,,
Foam-Mild,root,Foam-Mild/frame_0061.jpg,78627d6f01b0a708bc4304ce37a95173a36667cf70384068535606471e644645,224,224,1.0,4157.797,145.627,,
Foam-Mild,root,Foam-Mild/frame_0062.jpg,ef1e31e332448ed2eddb0984ac935b9df5d37e4aa863990ba8feb5c751cb0547,224,224,1.0,4329.808,146.152,,
Foam-Mild,root,Foam-Mild/frame_0063.jpg,a33044686fa131e1f49bc900c9d60894eaae90b6dc62c3de1699e0db1ee6b1e7,224,224,1.0,4567.157,146.141,,
Foam-Mild,root,Foam-Mild/frame_0064.jpg,c2d483d52591a1ea095d3a68ed32535c4124527847dac56c770fa78df952781a,224,224,1.0,4639.524,144.715,,
Foam-Mild,root,Foam-Mild/frame_0065.jpg,67d5dfa4c4a2b4d7384133a1a32007cd7b4886a3c50b734e64c230ab9aec4438,224,224,1.0,4579.747,143.586,,
Foam-Mild,root,Foam-Mild/frame_0066.jpg,09dab89f7e448fcdcff9cc481e124923f8b9e5ff7300c3beb12e2291631b1d13,224,224,1.0,4575.056,142.189,,
Foam-Mild,root,Foam-Mild/frame_0067.jpg,267941226a897b9c342a9b5c9105c9352acf82ed79429e740028325fe155dda0,224,224,1.0,4448.058,140.696,,
Foam-Mild,root,Foam-Mild/frame_0068.jpg,86899ad580069656347ad99eb8818d93ef0616966684f198fa20f3b06b67b150,224,224,1.0,4752.468,139.588,,
Foam-Mild,root,Foam-Mild/frame_0069.jpg,46a47d2213479612858754b928010165750e4c12dd4e1ab78102e1b556fc0a52,224,224,1.0,4413.32,138.635,,
Foam-Mild,root,Foam-Mild/frame_0070.jpg,a407c2793f377e3bc1e90ea7aa41c992d04565fae79f120f42e64866de25fd32,224,224,1.0,4520.119,138.739,,
Foam-Mild,root,Foam-Mild/frame_0071.jpg,f581b6f8b35371447d7f6cf63a0756071f84be92391e221541c431f7d7b4df0b,224,224,1.0,4449.095,138.071,,
